Physics.Joints.phy_joint_lower_angle_limit	phy_joint_lower_angle_limit	constant	phy_joint_lower_angle_limit	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_max_force	phy_joint_max_force	constant	phy_joint_max_force	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_max_length	phy_joint_max_length	constant	phy_joint_max_length	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_max_motor_force	phy_joint_max_motor_force	constant	phy_joint_max_motor_force	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_max_motor_torque	phy_joint_max_motor_torque	constant	phy_joint_max_motor_torque	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_max_torque	phy_joint_max_torque	constant	phy_joint_max_torque	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_motor_force	phy_joint_motor_force	constant	phy_joint_motor_force	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_motor_speed	phy_joint_motor_speed	constant	phy_joint_motor_speed	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_motor_torque	phy_joint_motor_torque	constant	phy_joint_motor_torque	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_reaction_force_x	phy_joint_reaction_force_x	constant	phy_joint_reaction_force_x	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_reaction_force_y	phy_joint_reaction_force_y	constant	phy_joint_reaction_force_y	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_reaction_torque	phy_joint_reaction_torque	constant	phy_joint_reaction_torque	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_speed	phy_joint_speed	constant	phy_joint_speed	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_translation	phy_joint_translation	constant	phy_joint_translation	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_upper_angle_limit	phy_joint_upper_angle_limit	constant	phy_joint_upper_angle_limit	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.physics_joint_delete	physics_joint_delete	function	physics_joint_delete(joint)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_delete.htm
Physics.Joints.physics_joint_distance_create	physics_joint_distance_create	function	physics_joint_distance_create(inst1, inst2, w_anchor1_x, w_anchor1_y, w_anchor2_x, w_anchor2_y, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_distance_create.htm
Physics.Joints.physics_joint_enable_motor	physics_joint_enable_motor	function	physics_joint_enable_motor(joint, motor)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_enable_motor.htm
Physics.Joints.physics_joint_friction_create	physics_joint_friction_create	function	physics_joint_friction_create(inst1, inst2, anchor_x, anchor_y, max_force, max_torque, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_friction_create.htm
Physics.Joints.physics_joint_gear_create	physics_joint_gear_create	function	physics_joint_gear_create(inst1, inst2, joint_1, joint_2, ratio)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_gear_create.htm
Physics.Joints.physics_joint_get_value	physics_joint_get_value	function	physics_joint_get_value(joint, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_get_value.htm
Physics.Joints.physics_joint_prismatic_create	physics_joint_prismatic_create	function	physics_joint_prismatic_create(inst1, inst2, w_anchor_x, w_anchor_y, w_axis_x, w_axis_x, lower_trans_limit, upper_trans_limit, limit, max_motor_force, motor_speed, motor, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_prismatic_create.htm
Physics.Joints.physics_joint_pulley_create	physics_joint_pulley_create	function	physics_joint_pulley_create(inst1, inst2, w_anchor1_x, w_anchor1_y, w_anchor2_x, w_anchor2_y, l_anchor1_x, l_anchor1_y, l_anchor2_x, l_anchor2_y, ratio, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_pulley_create.htm
Physics.Joints.physics_joint_revolute_create	physics_joint_revolute_create	function	physics_joint_revolute_create(inst1, inst2, w_anchor_x, w_anchor_y, ang_min_limt, ang_max_limit, ang_limit, max_motor_torque, motor_speed, motor, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_revolute_create.htm
Physics.Joints.physics_joint_rope_create	physics_joint_rope_create	function	physics_joint_rope_create(inst1, inst2, w_anchor1_x, w_anchor1_y, w_anchor2_x, w_anchor2_y, maxlength, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_rope_create.htm
Physics.Joints.physics_joint_set_value	physics_joint_set_value	function	physics_joint_set_value(joint, field, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_set_value.htm
Physics.Joints.physics_joint_weld_create	physics_joint_weld_create	function	physics_joint_weld_create(inst1, inst2, anchor_x, anchor_y, ref_angle, freq_hz, damping_ratio, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_weld_create.htm
Physics.Joints.physics_joint_wheel_create	physics_joint_wheel_create	function	physics_joint_wheel_create(inst1, inst2, anchor_x, anchor_y, axis_x, axis_y, enableMotor, max_motor_torque, motor_speed, freq_hz, damping_ratio, col)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/physics_joint_wheel_create.htm
Physics.Physics_Variables.phy_active	phy_active	variable	phy_active	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_active.htm
Physics.Physics_Variables.phy_angular_damping	phy_angular_damping	variable	phy_angular_damping;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_angular_damping.htm
Physics.Physics_Variables.phy_angular_velocity	phy_angular_velocity	variable	phy_angular_velocity;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_angular_velocity.htm
Physics.Physics_Variables.phy_bullet	phy_bullet	variable	phy_bullet;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_bullet.htm
Physics.Physics_Variables.phy_col_normal_x	phy_col_normal_x	variable	phy_col_normal_x[index]	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_col_normal_x.htm
Physics.Physics_Variables.phy_col_normal_y	phy_col_normal_y	variable	phy_col_normal_y[index]	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_col_normal_y.htm
Physics.Physics_Variables.phy_collision_points	phy_collision_points	variable	phy_collision_points	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_collision_points.htm
Physics.Physics_Variables.phy_collision_x	phy_collision_x	variable	phy_collision_x[index]	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_collision_x.htm
Physics.Physics_Variables.phy_collision_y	phy_collision_y	variable	phy_collision_y[index]	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_collision_y.htm
Physics.Physics_Variables.phy_com_x	phy_com_x	variable	phy_com_x;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_com_x.htm
Physics.Physics_Variables.phy_com_y	phy_com_y	variable	phy_com_y;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_com_y.htm
Physics.Physics_Variables.phy_dynamic	phy_dynamic	variable	phy_dynamic;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_dynamic.htm
Physics.Physics_Variables.phy_fixed_rotation	phy_fixed_rotation	variable	phy_fixed_rotation;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_fixed_rotation.htm
Physics.Physics_Variables.phy_inertia	phy_inertia	variable	phy_inertia;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_inertia.htm
Physics.Physics_Variables.phy_kinematic	phy_kinematic	variable	phy_kinematic;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_kinematic.htm
Physics.Physics_Variables.phy_linear_damping	phy_linear_damping	variable	phy_linear_damping;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_linear_damping.htm
Physics.Physics_Variables.phy_linear_velocity_x	phy_linear_velocity_x	variable	phy_linear_velocity_x;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_linear_velocity_x.htm
Physics.Physics_Variables.phy_linear_velocity_y	phy_linear_velocity_y	variable	phy_linear_velocity_y;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_linear_velocity_y.htm
Physics.Physics_Variables.phy_mass	phy_mass	variable	phy_mass;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_mass.htm
Physics.Physics_Variables.phy_position_x	phy_position_x	variable	phy_position_x;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_position_x.htm
Physics.Physics_Variables.phy_position_xprevious	phy_position_xprevious	variable	phy_position_xprevious;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_position_xprevious.htm
Physics.Physics_Variables.phy_position_y	phy_position_y	variable	phy_position_y;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_position_y.htm
Physics.Physics_Variables.phy_position_yprevious	phy_position_yprevious	variable	phy_position_yprevious;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_position_yprevious.htm
Physics.Physics_Variables.phy_rotation	phy_rotation	variable	phy_rotation;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_rotation.htm
Physics.Physics_Variables.phy_sleeping	phy_sleeping	variable	phy_sleeping;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_sleeping.htm
Physics.Physics_Variables.phy_speed	phy_speed	variable	phy_speed;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_speed.htm
Physics.Physics_Variables.phy_speed_x	phy_speed_x	variable	phy_speed_x;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_speed_x.htm
Physics.Physics_Variables.phy_speed_y	phy_speed_y	variable	phy_speed_y;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Physics_Variables/phy_speed_y.htm
Physics.Soft_Body_Particles.physics_particle_count	physics_particle_count	function	physics_particle_count()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_count.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_create	physics_particle_create	function	physics_particle_create(flags, x, y, xv, yv, col, alpha, category)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_create.htm
Physics.Soft_Body_Particles.physics_particle_delete	physics_particle_delete	function	physics_particle_delete(part);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Soft_Body_Particles/physics_particle_delete.htm
