Asset_Management.Sequences.Sequences	Sequences	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/Sequences.htm
Asset_Management.Sequences.in_sequence	in_sequence	variable	in_sequence	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/in_sequence.htm
Asset_Management.Sequences.sequence_create	sequence_create	function	sequence_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_create.htm
Asset_Management.Sequences.sequence_destroy	sequence_destroy	function	sequence_destroy(sequence_struct_or_id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_destroy.htm
Asset_Management.Sequences.sequence_exists	sequence_exists	function	sequence_exists(sequence_struct_or_id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_exists.htm
Asset_Management.Sequences.sequence_get	sequence_get	function	sequence_get(sequence_index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_get.htm
Asset_Management.Sequences.sequence_get_objects	sequence_get_objects	function	sequence_get_objects(sequence_struct_or_id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_get_objects.htm
Asset_Management.Sequences.sequence_instance	sequence_instance	variable	sequence_instance	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_instance.htm
Asset_Management.Sequences.sequence_instance_override_object	sequence_instance_override_object	function	sequence_instance_override_object(sequence_instance_struct, object_id, instance_or_object_id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_instance_override_object.htm
Asset_Management.Sequences.sequence_keyframe_new	sequence_keyframe_new	function	sequence_keyframe_new(type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_keyframe_new.htm
Asset_Management.Sequences.sequence_keyframedata_new	sequence_keyframedata_new	function	sequence_keyframedata_new(type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_keyframedata_new.htm
Asset_Management.Sequences.sequence_track_new	sequence_track_new	function	sequence_track_new(type)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sequences/sequence_track_new.htm
Asset_Management.Shaders.MATRIX_MAX	MATRIX_MAX	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.MATRIX_PROJECTION	MATRIX_PROJECTION	constant	MATRIX_PROJECTION	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.MATRIX_VIEW	MATRIX_VIEW	constant	MATRIX_VIEW	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.MATRIX_WORLD	MATRIX_WORLD	constant	MATRIX_WORLD	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.MATRIX_WORLD_VIEW	MATRIX_WORLD_VIEW	constant	MATRIX_WORLD_VIEW	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.MATRIX_WORLD_VIEW_PROJECTION	MATRIX_WORLD_VIEW_PROJECTION	constant	MATRIX_WORLD_VIEW_PROJECTION	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.MAX_VS_LIGHTS	MAX_VS_LIGHTS	constant	MAX_VS_LIGHTS	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_AlphaRefValue	gm_AlphaRefValue	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_AlphaTestEnabled	gm_AlphaTestEnabled	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_BaseTexture	gm_BaseTexture	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_FogColour	gm_FogColour	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_FogStart	gm_FogStart	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_LightingEnabled	gm_LightingEnabled	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_Matrices	gm_Matrices	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_PS_FogEnabled	gm_PS_FogEnabled	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_RcpFogRange	gm_RcpFogRange	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.gm_VS_FogEnabled	gm_VS_FogEnabled	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/Shader_Constants.htm
Asset_Management.Shaders.shader_current	shader_current	function	shader_current();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_current.htm
Asset_Management.Shaders.shader_enable_corner_id	shader_enable_corner_id	function	shader_enable_corner_id(enable);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_enable_corner_id.htm
Asset_Management.Shaders.shader_get_name	shader_get_name	function	shader_get_name(shader);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_get_name.htm
Asset_Management.Shaders.shader_get_sampler_index	shader_get_sampler_index	function	shader_get_sampler_index(shader, uniform);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_get_sampler_index.htm
Asset_Management.Shaders.shader_get_uniform	shader_get_uniform	function	shader_get_uniform(shader, uniform);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_get_uniform.htm
Asset_Management.Shaders.shader_is_compiled	shader_is_compiled	function	shader_is_compiled(shader);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_is_compiled.htm
Asset_Management.Shaders.shader_reset	shader_reset	function	shader_reset();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_reset.htm
Asset_Management.Shaders.shader_set	shader_set	function	shader_set(shader);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set.htm
Asset_Management.Shaders.shader_set_uniform_f	shader_set_uniform_f	function	shader_set_uniform_f(handle, value1 [, value2, value3, value4]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_f.htm
Asset_Management.Shaders.shader_set_uniform_f_array	shader_set_uniform_f_array	function	shader_set_uniform_f_array(handle, array);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_f_array.htm
Asset_Management.Shaders.shader_set_uniform_f_buffer	shader_set_uniform_f_buffer	function	shader_set_uniform_f_buffer(uniform, buffer, offset, count);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_f_buffer.htm
Asset_Management.Shaders.shader_set_uniform_i	shader_set_uniform_i	function	shader_set_uniform_i(handle, value1 [, value2, value3, value4]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_i.htm
Asset_Management.Shaders.shader_set_uniform_i_array	shader_set_uniform_i_array	function	shader_set_uniform_i_array(handle, array);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_i_array.htm
Asset_Management.Shaders.shader_set_uniform_matrix	shader_set_uniform_matrix	function	shader_set_uniform_matrix(handle);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_matrix.htm
Asset_Management.Shaders.shader_set_uniform_matrix_array	shader_set_uniform_matrix_array	function	shader_set_uniform_matrix_array(handle, array);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shader_set_uniform_matrix_array.htm
Asset_Management.Shaders.shaders_are_supported	shaders_are_supported	function	shaders_are_supported();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Shaders/shaders_are_supported.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_clear	skeleton_animation_clear	function	skeleton_animation_clear(track, [reset], [duration]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_clear.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get	skeleton_animation_get	function	skeleton_animation_get();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get_duration	skeleton_animation_get_duration	function	skeleton_animation_get_duration(animname);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get_duration.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get_event_frames	skeleton_animation_get_event_frames	function	skeleton_animation_get_event_frames(anim_name, event_name);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get_event_frames.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get_ext	skeleton_animation_get_ext	function	skeleton_animation_get_ext(track);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get_ext.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get_frame	skeleton_animation_get_frame	function	skeleton_animation_get_frame(track);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get_frame.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get_frames	skeleton_animation_get_frames	function	skeleton_animation_get_frames(anim_name);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get_frames.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_get_position	skeleton_animation_get_position	function	skeleton_animation_get_position(track);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_get_position.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_is_finished	skeleton_animation_is_finished	function	skeleton_animation_is_finished(track);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_is_finished.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_is_looping	skeleton_animation_is_looping	function	skeleton_animation_is_looping(track);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_is_looping.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_list	skeleton_animation_list	function	skeleton_animation_list(sprite, list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_list.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_mix	skeleton_animation_mix	function	skeleton_animation_mix(animfrom, animto, duration);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_mix.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_set	skeleton_animation_set	function	skeleton_animation_set(animname, [loop]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_set.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_set_ext	skeleton_animation_set_ext	function	skeleton_animation_set_ext(animname, track, [loop]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_set_ext.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_set_frame	skeleton_animation_set_frame	function	skeleton_animation_set_frame(track, index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_set_frame.htm
Asset_Management.Sprites.Skeletal_Animation.Animation.skeleton_animation_set_position	skeleton_animation_set_position	function	skeleton_animation_set_position(track, position);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Animation/skeleton_animation_set_position.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_create	skeleton_attachment_create	function	skeleton_attachment_create(name, sprite, ind, xorigin, yorigin, xscale, yscale, rot);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_create.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_create_color	skeleton_attachment_create_color	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_create_colour.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_create_colour	skeleton_attachment_create_colour	function	skeleton_attachment_create_colour(name, sprite, ind, xorigin, yorigin, xscale, yscale, rot, colour, alpha);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_create_colour.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_destroy	skeleton_attachment_destroy	function	skeleton_attachment_destroy(name);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_destroy.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_exists	skeleton_attachment_exists	function	skeleton_attachment_exists(name);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_exists.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_get	skeleton_attachment_get	function	skeleton_attachment_get(slot);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_get.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_replace	skeleton_attachment_replace	function	skeleton_attachment_replace(name, sprite, ind, xorigin, yorigin, xscale, yscale, rot);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_replace.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_replace_color	skeleton_attachment_replace_color	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_replace_colour.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_replace_colour	skeleton_attachment_replace_colour	function	skeleton_attachment_replace_colour(name, sprite, ind, xorigin, yorigin, xscale, yscale, rot, colour, alpha);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_replace_colour.htm
Asset_Management.Sprites.Skeletal_Animation.Attachments.skeleton_attachment_set	skeleton_attachment_set	function	skeleton_attachment_set(slot, attachment);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Attachments/skeleton_attachment_set.htm
Asset_Management.Sprites.Skeletal_Animation.Bones.skeleton_bone_data_get	skeleton_bone_data_get	function	skeleton_bone_data_get(bone, map);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Bones/skeleton_bone_data_get.htm
Asset_Management.Sprites.Skeletal_Animation.Bones.skeleton_bone_data_set	skeleton_bone_data_set	function	skeleton_bone_data_set(bone, map);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Bones/skeleton_bone_data_set.htm
Asset_Management.Sprites.Skeletal_Animation.Bones.skeleton_bone_list	skeleton_bone_list	function	skeleton_bone_list(sprite, list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Bones/skeleton_bone_list.htm
Asset_Management.Sprites.Skeletal_Animation.Bones.skeleton_bone_state_get	skeleton_bone_state_get	function	skeleton_bone_state_get(bone, map);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Bones/skeleton_bone_state_get.htm
Asset_Management.Sprites.Skeletal_Animation.Bones.skeleton_bone_state_set	skeleton_bone_state_set	function	skeleton_bone_state_set(bone, map);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Bones/skeleton_bone_state_set.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.draw_enable_skeleton_blendmodes	draw_enable_skeleton_blendmodes	function	draw_enable_skeleton_blendmodes(enable)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/draw_enable_skeleton_blendmodes.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.draw_get_enable_skeleton_blendmodes	draw_get_enable_skeleton_blendmodes	function	draw_get_enable_skeleton_blendmodes()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/draw_get_enable_skeleton_blendmodes.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.draw_skeleton	draw_skeleton	function	draw_skeleton(sprite, animname, skinname, frame, x, y, xscale, yscale, rot, colour, alpha);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/draw_skeleton.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.draw_skeleton_collision	draw_skeleton_collision	function	draw_skeleton_collision(sprite, animname, frame, x, y, xscale, yscale, rot, colour)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/draw_skeleton_collision.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.draw_skeleton_instance	draw_skeleton_instance	function	draw_skeleton_instance(instance, animname, skinname, frame, x, y, xscale, yscale, rot, colour, alpha);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/draw_skeleton_instance.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.draw_skeleton_time	draw_skeleton_time	function	draw_skeleton_time(sprite, animname, skinname, time, x, y, xscale, yscale, rot, colour)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/draw_skeleton_time.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.skeleton_collision_draw_set	skeleton_collision_draw_set	function	skeleton_collision_draw_set(flag);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/skeleton_collision_draw_set.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.skeleton_get_bounds	skeleton_get_bounds	function	skeleton_get_bounds(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/skeleton_get_bounds.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.skeleton_get_minmax	skeleton_get_minmax	function	skeleton_get_minmax();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/skeleton_get_minmax.htm
Asset_Management.Sprites.Skeletal_Animation.Drawing_And_Miscellaneous.skeleton_get_num_bounds	skeleton_get_num_bounds	function	skeleton_get_num_bounds();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Drawing_And_Miscellaneous/skeleton_get_num_bounds.htm
Asset_Management.Sprites.Skeletal_Animation.Skins.skeleton_skin_create	skeleton_skin_create	function	skeleton_skin_create(name, skins);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Skins/skeleton_skin_create.htm
Asset_Management.Sprites.Skeletal_Animation.Skins.skeleton_skin_get	skeleton_skin_get	function	skeleton_skin_get();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Skins/skeleton_skin_get.htm
Asset_Management.Sprites.Skeletal_Animation.Skins.skeleton_skin_list	skeleton_skin_list	function	skeleton_skin_list(sprite, list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Skins/skeleton_skin_list.htm
Asset_Management.Sprites.Skeletal_Animation.Skins.skeleton_skin_set	skeleton_skin_set	function	skeleton_skin_set(skin);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Skins/skeleton_skin_set.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_find_slot	skeleton_find_slot	function	skeleton_find_slot(x, y, list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_find_slot.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_slot_alpha_get	skeleton_slot_alpha_get	function	skeleton_slot_alpha_get(slot);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_slot_alpha_get.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_slot_colour_get	skeleton_slot_colour_get	function	skeleton_slot_colour_get(slot);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_slot_colour_get.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_slot_colour_set	skeleton_slot_colour_set	function	skeleton_slot_colour_set(slot, colour, alpha);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_slot_colour_set.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_slot_data	skeleton_slot_data	function	skeleton_slot_data(sprite, list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_slot_data.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_slot_data_instance	skeleton_slot_data_instance	function	skeleton_slot_data_instance(list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_slot_data_instance.htm
Asset_Management.Sprites.Skeletal_Animation.Slots.skeleton_slot_list	skeleton_slot_list	function	skeleton_slot_list(sprite, list);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Skeletal_Animation/Slots/skeleton_slot_list.htm
Asset_Management.Sprites.Sprite_Information.bboxmode_automatic	bboxmode_automatic	constant	bboxmode_automatic	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_mode.htm
Asset_Management.Sprites.Sprite_Information.bboxmode_fullimage	bboxmode_fullimage	constant	bboxmode_fullimage	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_mode.htm
Asset_Management.Sprites.Sprite_Information.bboxmode_manual	bboxmode_manual	constant	bboxmode_manual	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_mode.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_bbox_bottom	sprite_get_bbox_bottom	function	sprite_get_bbox_bottom(ind);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_bottom.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_bbox_left	sprite_get_bbox_left	function	sprite_get_bbox_left(ind);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_left.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_bbox_mode	sprite_get_bbox_mode	function	sprite_get_bbox_mode(ind);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_mode.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_bbox_right	sprite_get_bbox_right	function	sprite_get_bbox_right(ind);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_right.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_bbox_top	sprite_get_bbox_top	function	sprite_get_bbox_top(ind);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_bbox_top.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_height	sprite_get_height	function	sprite_get_height(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_height.htm
